Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
atmosphere_atmosphere,org.atmosphere.cpr,AnnotationScanningServletContainerInitializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereResource,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 39 methods
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereResource.TRANSPORT,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereResource.TRANSPORT,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,BroadcasterConfig,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: BroadcastFilterLifecycle; PerRequestBroadcastFilter in method addFilter
atmosphere_atmosphere,org.atmosphere.cpr,BroadcasterConfig,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: BroadcastFilterLifecycle; PerRequestBroadcastFilter in method addFilter
atmosphere_atmosphere,org.atmosphere.cpr,BroadcasterConfig,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 25 public methods
atmosphere_atmosphere,org.atmosphere.cpr,BroadcasterConfig.FilterManipulator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; bis; br; b; destroyed; queryComputed; cookieComputed; voidReader; voidStream; streamSet; readerSet; uuid; noopsAsyncContextStarted; bis; NULL_BODY; request; pathInfo; encoding; methodType; contentType; noContentType; contentLength; headers; queryStrings; servletPath; requestURI; requestURL; inputStream; reader; remoteAddr; remoteHost; remotePort; localAddr; localName; localPort; dispatchRequestAsynchronously; destroyable; cookies; locales; principal; authType; contextPath; serverName; serverPort; webSocketFakeSession; queryString; isSecure; lazyRemote; lazyLocal; body; localAttributes; data; dataBytes; offset; length; isEmpty; innerStream; throwExceptionOnCloned; fake; EMPTY_ENUM_STRING; EMPTY_ENUM_LOCALE; EMPTY_ENUM_PART; EMPTY_MAP_STRING; EMPTY_ARRAY; EMPTY_STRING_BUFFER; EMPTY_COOKIE; voidReader; voidStream; callable; address; context; callback; request; response; timeout
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 100 public methods
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.ByteInputStream,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: bis
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.ByteInputStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.Builder,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NULL_BODY; request; pathInfo; encoding; methodType; contentType; noContentType; contentLength; headers; queryStrings; servletPath; requestURI; requestURL; inputStream; reader; remoteAddr; remoteHost; remotePort; localAddr; localName; localPort; dispatchRequestAsynchronously; destroyable; cookies; locales; principal; authType; contextPath; serverName; serverPort; webSocketFakeSession; queryString; isSecure; lazyRemote; lazyLocal; body; localAttributes
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: NULL_BODY; request; pathInfo; encoding; methodType; contentType; noContentType; contentLength; headers; queryStrings; servletPath; requestURI; requestURL; inputStream; reader; remoteAddr; remoteHost; remotePort; localAddr; localName; localPort; dispatchRequestAsynchronously; destroyable; cookies; locales; principal; authType; contextPath; serverName; serverPort; webSocketFakeSession; queryString; isSecure; lazyRemote; lazyLocal; body; localAttributes
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.Body,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: data; dataBytes; offset; length; isEmpty
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.Body,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.Body,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: data; dataBytes; offset; length; isEmpty
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.IS,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: innerStream
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.IS,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.NoOpsRequest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.NoOpsRequest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: throwExceptionOnCloned; fake; EMPTY_ENUM_STRING; EMPTY_ENUM_LOCALE; EMPTY_ENUM_PART; EMPTY_MAP_STRING; EMPTY_ARRAY; EMPTY_STRING_BUFFER; EMPTY_COOKIE; voidReader; voidStream
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.NoOpsRequest,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: throwExceptionOnCloned; fake; EMPTY_ENUM_STRING; EMPTY_ENUM_LOCALE; EMPTY_ENUM_PART; EMPTY_MAP_STRING; EMPTY_ARRAY; EMPTY_STRING_BUFFER; EMPTY_COOKIE; voidReader; voidStream
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.LazyComputation,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: callable; address
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.LazyComputation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.CompletionAwareAsyncContext,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: context; callback
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.CompletionAwareAsyncContext,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.NoOpsAsyncContext,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: request; response; timeout
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequestImpl.NoOpsAsyncContext,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,BroadcastFilterAdapter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,Meteor,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereResponse,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 61 methods
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereResponse.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,DefaultBroadcasterFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: broadcasterListeners; logger; store; clazz; policy; defaultPolicy; defaultPolicyInteger; config; lifeCycleListener; legacyBroadcasterURI; c
atmosphere_atmosphere,org.atmosphere.cpr,DefaultBroadcasterFactory,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
atmosphere_atmosphere,org.atmosphere.cpr,DefaultBroadcasterFactory.CreateBroacasterFunction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: c
atmosphere_atmosphere,org.atmosphere.cpr,DefaultBroadcasterFactory.CreateBroacasterFunction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,DefaultAsyncSupportResolver,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; SERVLET_30; GLASSFISH_V2; TOMCAT_7; TOMCAT_WEBSOCKET; TOMCAT; JBOSS_5; JETTY; JETTY_7; JETTY_8; JETTY_9; JETTY_10; GRIZZLY; GRIZZLY2; JBOSSWEB; GRIZZLY_WEBSOCKET; GRIZZLY2_WEBSOCKET; NETTY; JBOSS_AS7_WEBSOCKET; JSR356_WEBSOCKET; WEBLOGIC_WEBSOCKET; HK2; config; suppress356; isJetty10
atmosphere_atmosphere,org.atmosphere.cpr,ContainerInitializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereServletProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,BroadcastFilter.BroadcastAction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: a; o; originalMsg
atmosphere_atmosphere,org.atmosphere.cpr,BroadcastFilter.BroadcastAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,BroadcastFilter.ACTION,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.cpr,BroadcastFilter.ACTION,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,Deliver,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
atmosphere_atmosphere,org.atmosphere.cpr,Deliver.TYPE,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.cpr,Deliver.TYPE,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereConfig,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereConfig.ShutdownHook,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereConfig.StartupHook,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,DefaultBroadcaster,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: POLLING_DEFAULT; CACHED; logger; DESTROYED; EMPTY_LISTENERS; resources; bc; messages; broadcasterListeners; started; initialized; destroyed; scope; name; delayedBroadcast; broadcastOnResume; lifeCycleListeners; writeQueues; uniqueWriteQueue; dispatchThread; notifierFuture; asyncWriteFuture; policy; maxSuspendResource; requestScoped; recentActivity; lifeCyclePolicy; uri; config; awaitBarrier; outOfOrderBroadcastSupported; writeTimeoutInSecond; waitTime; backwardCompatible; lifecycleHandler; currentLifecycleTask; cacheOnIOFlushException; sharedListeners; candidateForPoolable; usingTokenIdForAttribute; queue; monitored; uuid; r; e; completed; executed; ioThread; resource; msg; future; originalMessage; cache; count
atmosphere_atmosphere,org.atmosphere.cpr,DefaultBroadcaster,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 53 public methods
atmosphere_atmosphere,org.atmosphere.cpr,DefaultBroadcaster.WriteQueue,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: queue; monitored; uuid
atmosphere_atmosphere,org.atmosphere.cpr,DefaultBroadcaster.WriteQueue,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,DefaultBroadcaster.WriteOperation,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: r; e; completed; executed; ioThread
atmosphere_atmosphere,org.atmosphere.cpr,DefaultBroadcaster.WriteOperation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,DefaultBroadcaster.WriteOperation,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: r; e; completed; executed; ioThread
atmosphere_atmosphere,org.atmosphere.cpr,DefaultBroadcaster.AsyncWriteToken,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,DefaultBroadcaster.AsyncWriteToken,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: resource; msg; future; originalMessage; cache; count
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereResourceEventImpl,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
atmosphere_atmosphere,org.atmosphere.cpr,DefaultAtmosphereResourceFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,DefaultAtmosphereResourceFactory,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
atmosphere_atmosphere,org.atmosphere.cpr,MetaBroadcaster,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: DefaultMetaBroadcaster
atmosphere_atmosphere,org.atmosphere.cpr,MetaBroadcaster.MetaBroadcasterCache,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,MetaBroadcaster.NoCache,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.cpr,MetaBroadcaster.NoCache,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,MetaBroadcaster.ThirtySecondsCache,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: metaBroadcaster; cache
atmosphere_atmosphere,org.atmosphere.cpr,MetaBroadcaster.ThirtySecondsCache,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereResourceImpl,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; PRE_SUSPEND; SKIP_BROADCASTER_CREATION; METEOR; req; response; action; broadcasters; broadcaster; config; asyncSupport; serializer; isInScope; event; isResumed; isCancelled; resumeOnBroadcast; writeOnTimeout; disableSuspend; disconnected; listeners; isSuspendEvent; atmosphereHandler; uuid; session; disableSuspendEvent; transport; forceBinaryWrite; suspended; webSocket; inClosingPhase; closeOnCancel; isPendingClose
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereResourceImpl,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 68 public methods
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereInterceptorAdapter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,DefaultAnnotationProcessor,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; ANNOTATION_ATTRIBUTE; coreAnnotations; delegate; handler; coreAnnotationsFound; atmosphereReporter; annotations; framework; handler; alreadyScanned; detector; handler
atmosphere_atmosphere,org.atmosphere.cpr,DefaultAnnotationProcessor.ServletContainerInitializerAnnotationProcessor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: annotations; framework; handler; alreadyScanned
atmosphere_atmosphere,org.atmosphere.cpr,DefaultAnnotationProcessor.ServletContainerInitializerAnnotationProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,DefaultAnnotationProcessor.BytecodeBasedAnnotationProcessor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: detector; handler
atmosphere_atmosphere,org.atmosphere.cpr,DefaultAnnotationProcessor.BytecodeBasedAnnotationProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereFramework,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_ATMOSPHERE_CONFIG_PATH; DEFAULT_LIB_PATH; DEFAULT_HANDLER_PATH; META_SERVICE; MAPPING_REGEX; ASYNC_IO; logger; broadcasterFilters; asyncSupportListeners; atmosphereResourceListeners; possibleComponentsCandidate; initParams; config; isCometSupportConfigured; isFilter; atmosphereHandlers; broadcasterTypes; objectFactoryType; inspectors; mappingRegex; useNativeImplementation; useBlockingImplementation; useStreamForFlushingComments; useServlet30; asyncSupport; broadcasterClassName; isCometSupportSpecified; isBroadcasterSpecified; isSessionSupportSpecified; isThrowExceptionOnClonedRequestSpecified; broadcasterFactory; broadcasterFactoryClassName; broadcasterCacheClassName; webSocketEnabled; broadcasterLifeCyclePolicy; webSocketProtocolClassName; webSocketProtocol; handlersPath; servletConfig; autoDetectHandlers; hasNewWebSocketProtocol; atmosphereDotXmlPath; metaServicePath; interceptors; scanDone; annotationProcessorClassName; broadcasterListeners; webSocketProcessorClassName; webSocketProtocolInitialized; endpointMapper; libPath; isInit; sharedThreadPools; packages; annotationPackages; allowAllClassesScan; annotationFound; executeFirstSet; objectFactory; isDestroyed; externalizeDestroy; annotationProcessor; excludedInterceptors; broadcasterCacheListeners; filterManipulators; arFactory; metaBroadcaster; sessionFactory; defaultSerializerClassName; defaultSerializerClass; frameworkListeners; uuidProvider; shutdownHook; DEFAULT_ATMOSPHERE_INTERCEPTORS; webSocketFactory; initializationError; REFLECTOR_ATMOSPHEREHANDLER; atmosphereHandler; broadcaster; mapping; interceptors; create; needRequestScopedInjection; wilcardMapping; procedure; done
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereFramework,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 148 public methods
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereFramework,Hub-like Modularization,The tool detected the smell in this class because this class has high number of incoming as well as outgoing dependencies. Incoming dependecies: AtmosphereServlet; BroadcasterListenerTest; AtmosphereSessionTest; UrlMappingTest; BroadcasterCacheTest; ExcludeSessionBroadcasterTest; SessionTest; MetaBroadcasterTest; AtmosphereResourceFactoryTest; BroadcastFilterTest; MeteorTest; AtmosphereFrameworkTest; PoolableBroadcasterFactoryTest; WriteTimeoutTest; AtmosphereHandlerTest; AtmosphereResourceListenerTest; AtmosphereRequestTest; QueryStringTest; DefaultAsyncSupportResolverTest; ServiceTest; AtmosphereInterceptorTest; ConcurrentBroadcasterTest; AtmosphereResponseImplTest; BroadcasterTest; CookieTest; WebSocketFactoryTest; TrackMessageSizeInterceptorTest; AtmosphereResourceStateRecoveryTest; WebSocketStreamingHandlerTest; AtmosphereResourceTest; WebSocketProcessorTest; UUIDBroadcasterCacheThreadingTest; DefaultBroadcasterTest; DefaultBroadcasterFactoryTest; UUIDBroadcasterCacheTest; BroadcasterLifecyclePolicyTest; WebSocketHandlerTest; AtmosphereServlet; AtmosphereFrameworkInitializer; WebSocketProcessorFactory; ContainerInitializer; AtmosphereConfig; AtmosphereFrameworkListenerAdapter; DefaultAnnotationProcessor; DefaultAnnotationProcessor.ServletContainerInitializerAnnotationProcessor; AnnotationHandler; Universe; AtmosphereFrameworkListener; WebSocketTest; DefaultWebSocketProcessor; IOUtils; Utils; ManagedAtmosphereHandlerTest; ManagedAtmosphereHandlerTest; ManagedAtmosphereHandlerTest.InjectAnnotation; ManagedAtmosphereHandlerTest.PostConstructAnnotation; EncoderDecoderTest; MeteorServiceProcessor; BroadcasterServiceProcessor; WebSocketProtocolServiceProcessor; BroadcastFilterServiceProcessor; AsyncSupportServiceProcessor; WebSocketHandlerServiceProcessor; AsyncSupportListenerServiceProcessor; WebSocketFactoryServiceProcessor; ManagedServiceProcessor; WebSocketProcessorServiceProcessor; UUIDProviderServiceProcessor; EndpointMapperServiceProcessor; AtmosphereHandlerServiceProcessor; BroadcasterCacheListenererviceProcessor; AnnotationUtil; Processor; AtmosphereResourceFactoryServiceProcessor; AtmosphereInterceptorServiceProcessor; AtmosphereServiceProcessor; AtmosphereFrameworkServiceProcessor; BroadcasterCacheServiceProcessor; BroadcasterCacheInspectorServiceProcessor; AtmosphereResourceListenerServiceProcessor; BroadcasterFactoryServiceProcessor; BroadcasterListenerServiceProcessor; PathTest; AnnotationScanningTest; CustomAnnotationTest; SSEAtmosphereInterceptorTest; JavaScriptProtocol; InjectableObjectFactory; PathParamIntrospector; ServiceInterceptor; ManagedServiceInterceptor; MeteorServiceInterceptor; EmbeddedWebSocketHandler; JSR356Endpoint; TomcatWebSocketHandler; Jetty9WebSocketHandler; JSR356AsyncSupport; JSR356AsyncSupport.AtmosphereConfigurator; JSR356AsyncSupport.QuarkusAtmosphereConfigurator; JettyWebSocketHandler; GlassFishWebSocketHandler. Outgoing dependencies: AtmosphereConfig; AsyncSupport; BroadcasterFactory; WebSocketProtocol; EndpointMapper; AtmosphereObjectFactory; AnnotationProcessor; AtmosphereResourceFactory; MetaBroadcaster; AtmosphereResourceSessionFactory; UUIDProvider; WebSocketFactory; AtmosphereHandler; Broadcaster; AtmosphereResource; WebSocketProcessor; JGoogleAnalyticsTracker; AtmosphereInterceptor; BroadcasterCache; DefaultAsyncSupportResolver; ReflectorServletProcessor; AsyncSupportResolver; AtmosphereRequest; AtmosphereResponse; Action; InvokationOrder; AsyncSupportListener; BroadcasterListener; BroadcasterCacheListener; BroadcasterCacheInspector; BroadcastFilter; WebSocketHandler; BroadcasterConfig; AtmosphereFrameworkListener; AtmosphereResourceListener; ApplicationConfig; FrameworkConfig; DefaultBroadcaster; SessionSupport; HeaderConfig; WebSocket; ServletContextFactory; ExecutorsFactory; WebSocketProcessorFactory; Version; Universe; ModuleDetection; IOUtils; AtmosphereConfigReader; IntrospectionUtils; Serializer
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereFramework.AtmosphereHandlerWrapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereFramework.AtmosphereHandlerWrapper,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: atmosphereHandler; broadcaster; mapping; interceptors; create; needRequestScopedInjection; wilcardMapping
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereFramework.AtmosphereHandlerWrapper,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: atmosphereHandler; broadcaster; mapping; interceptors; create; needRequestScopedInjection; wilcardMapping
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereFramework.MetaServiceAction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: procedure
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereFramework.MetaServiceAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereFramework.MetaServiceProcedure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereFramework.InstallMetaServiceProcedure,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
